VentaID,LineaID,FechaVenta,ProductoID,TiendaID,ClienteID,CanalID,EmpleadoID,MetodoPagoID,Cantidad,PrecioUnitario,CostoUnitario
V00126,1,22/08/2025,P105,T010,C0436,CH03,E000,MP01,9,374.92,254.19
V00126,2,22/08/2025,P128,T001,C0041,CH03,E000,MP03,7,420.26,284.03
V00126,3,22/08/2025,P059,T001,C0660,CH03,E000,MP02,2,482.61,271.45
V00127,1,27/10/2023,P002,T010,C0973,CH03,E000,MP02,6,324.32,137.24
V00127,2,27/10/2023,P078,T013,C0708,CH03,E000,MP02,1,117.62,63.54
V00127,3,27/10/2023,P054,T010,C0973,CH03,E000,MP02,5,246.39,133.63
V00127,4,27/10/2023,P016,T001,C0988,CH03,E000,MP02,7,69.84,46.6
V00128,1,15/11/2024,P027,T005,C0882,CH02,E000,MP01,6,461.68,193.74
V00129,1,12/07/2023,P076,T013,C0041,CH02,E000,MP02,6,527.75,227.78
V00129,2,12/07/2023,P128,T013,C0465,CH02,E000,MP02,2,228.23,170.96
V00129,3,12/07/2023,P019,T013,C0184,CH02,E000,MP02,6,323.93,210.51
V00130,1,13/11/2025,P117,T013,C0660,CH02,E000,MP03,9,152.04,88.71
V00130,2,13/11/2025,P027,T001,C0562,CH02,E000,MP03,5,142.72,118.64
V00130,3,13/11/2025,P143,T013,C0784,CH02,E000,MP03,8,563.9,246.49
V00130,4,13/11/2025,P062,T001,C0154,CH02,E000,MP03,9,363.89,233.98
V00131,1,21/02/2023,P048,T001,C0865,CH01,E004,MP03,5,330.51,178.92
V00131,2,21/02/2023,P082,T021,C0046,CH01,E004,MP01,8,151.7,94.22
V00131,3,21/02/2023,P123,T010,C0738,CH01,E077,MP02,6,501.44,212.96
V00132,1,20/05/2024,P126,T001,C0115,CH03,E000,MP02,6,652.3,294.1
V00132,2,20/05/2024,P082,T001,C0784,CH03,E000,MP02,6,572.76,230.39
V00132,3,20/05/2024,P053,T001,C0562,CH03,E000,MP02,10,473.37,226.53
V00132,4,20/05/2024,P115,T001,C0494,CH03,E000,MP02,8,591.04,254.09
V00133,1,18/07/2024,P004,T005,C0940,CH01,E017,MP02,3,332.64,217.7
V00134,1,11/04/2024,P126,T010,C0304,CH01,E059,MP02,4,594.29,247.28
V00134,2,11/04/2024,P106,T010,C0494,CH01,E004,MP02,5,42.94,33.85
V00135,1,04/10/2025,P143,T010,C0436,CH01,E015,MP03,1,577.05,284.87
V00135,2,04/10/2025,P117,T010,C0781,CH01,E015,MP01,1,202.76,98.52
V00136,1,09/04/2025,P016,T010,C0154,CH03,E000,MP02,6,258.89,183.44
V00136,2,09/04/2025,P046,T005,C0096,CH03,E000,MP02,1,340.54,206.03
V00136,3,09/04/2025,P083,T005,C0304,CH03,E000,MP02,4,297.5,181.11
V00136,4,09/04/2025,P106,T010,C0881,CH03,E000,MP02,7,40.4,22.21
V00137,1,31/08/2025,P117,T005,C0988,CH01,E017,MP01,2,46.99,27.21
V00137,2,31/08/2025,P083,T005,C0044,CH01,E016,MP01,6,165.46,107.32
V00137,3,31/08/2025,P062,T009,C0940,CH01,E065,MP01,7,100.33,70.32
V00138,1,19/12/2024,P123,T005,C0562,CH02,E000,MP03,5,63.92,28.87
V00138,2,19/12/2024,P100,T005,C0784,CH02,E000,MP03,10,27.85,20.02
V00139,1,02/03/2024,P117,T009,C0212,CH03,E000,MP03,7,334.82,144.85
V00139,2,02/03/2024,P016,T009,C0041,CH03,E000,MP03,10,25.08,13.0
V00139,3,02/03/2024,P082,T010,C0973,CH03,E000,MP03,1,247.77,139.21
V00140,1,25/08/2023,P106,T013,C0465,CH01,E065,MP01,4,554.5,261.66
V00140,2,25/08/2023,P100,T010,C0512,CH01,E016,MP01,10,415.36,262.28
V00140,3,25/08/2023,P040,T013,C0154,CH01,E059,MP02,3,203.87,129.48
V00141,1,19/12/2025,P078,T010,C0044,CH01,E007,MP02,9,350.31,167.47
V00142,1,13/08/2023,P115,T010,C0660,CH02,E000,MP02,1,558.95,229.81
V00143,1,11/04/2025,P083,T005,C0562,CH03,E000,MP01,3,241.59,105.12
V00143,2,11/04/2025,P128,T005,C0738,CH03,E000,MP01,9,236.06,162.08
V00144,1,05/02/2026,P106,T005,C0141,CH01,E007,MP03,6,100.24,66.2
V00144,2,05/02/2026,P011,T005,C0938,CH01,E079,MP03,5,409.22,230.13
V00145,1,21/01/2024,P038,T005,C0046,CH01,E079,MP01,7,200.91,133.93
V00145,2,21/01/2024,P106,T005,C0041,CH01,E017,MP01,5,367.51,253.88
V00145,3,21/01/2024,P143,T005,C0708,CH01,E000,MP01,1,456.11,204.92
V00145,4,21/01/2024,P040,T005,C0940,CH01,E004,MP01,5,259.49,133.8
V00146,1,10/04/2025,P123,T010,C0928,CH02,E000,MP01,3,133.72,60.98
V00146,2,10/04/2025,P007,T010,C0881,CH02,E000,MP03,7,80.89,54.31
V00146,3,10/04/2025,P004,T010,C0784,CH02,E000,MP03,4,427.38,236.37
V00147,1,15/07/2024,P011,T005,C0982,CH03,E000,MP02,6,233.37,192.71
V00147,2,15/07/2024,P019,T005,C0784,CH03,E000,MP02,6,264.79,135.23
V00148,1,23/05/2023,P105,T013,C0988,CH01,E065,MP01,9,311.58,237.6
V00149,1,22/04/2024,P115,T010,C0973,CH02,E000,MP01,5,374.74,188.36
V00149,2,22/04/2024,P115,T021,C0781,CH02,E000,MP01,9,250.6,175.61
V00150,1,16/01/2024,P012,T005,C0395,CH02,E000,MP01,3,106.41,81.86
V00150,2,16/01/2024,P002,T005,C0865,CH02,E000,MP01,7,530.29,243.2
V00151,1,02/12/2024,P054,T001,C0928,CH03,E000,MP03,8,203.09,120.16
V00151,2,02/12/2024,P002,T013,C0512,CH03,E000,MP03,8,414.52,185.62
V00152,1,25/03/2024,P105,T005,C0938,CH03,E000,MP03,7,53.19,33.29
V00152,2,25/03/2024,P061,T021,C0784,CH03,E000,MP03,4,282.48,114.83
V00153,1,09/08/2025,P105,T013,C0395,CH03,E000,MP03,5,323.95,246.55
V00153,2,09/08/2025,P126,T010,C0881,CH03,E000,MP03,8,628.71,255.55
V00153,3,09/08/2025,P143,T009,C0940,CH03,E000,MP03,6,70.12,41.75
V00153,4,09/08/2025,P061,T013,C0660,CH03,E000,MP03,9,129.03,95.32
V00154,1,30/07/2025,P115,T010,C0562,CH01,E004,MP02,4,232.45,127.57
V00154,2,30/07/2025,P128,T010,C0865,CH01,E079,MP02,6,256.08,148.78
V00154,3,30/07/2025,P078,T001,C0154,CH01,E046,MP02,8,212.2,165.22
V00155,1,30/05/2024,P016,T021,C0436,CH01,E065,MP03,5,530.64,228.92
V00155,2,30/05/2024,P115,T001,C0141,CH01,E012,MP02,1,408.89,211.34
V00156,1,14/05/2023,P082,T010,C0579,CH02,E000,MP03,9,93.42,38.0
V00156,2,14/05/2023,P143,T013,C0660,CH02,E000,MP03,2,190.6,117.64
V00156,3,14/05/2023,P054,T010,C0046,CH02,E000,MP03,5,119.37,54.39
V00156,4,14/05/2023,P103,T013,C0579,CH02,E000,MP03,1,383.7,163.8
V00157,1,16/07/2024,P123,T009,C0562,CH02,E000,MP01,3,216.23,124.52
V00157,2,16/07/2024,P076,T009,C0784,CH02,E000,MP03,4,380.79,205.88
V00157,3,16/07/2024,P106,T009,C0494,CH02,E000,MP03,4,96.63,55.57
V00157,4,16/07/2024,P117,T009,C0865,CH02,E000,MP01,7,316.5,134.35
V00158,1,27/07/2025,P117,T009,C0708,CH02,E000,MP02,6,487.62,261.81
V00158,2,27/07/2025,P011,T010,C0708,CH02,E000,MP02,5,307.65,250.89
V00159,1,08/10/2025,P061,T009,C0041,CH02,E000,MP03,5,337.06,140.99
V00160,1,09/04/2025,P004,T010,C0528,CH01,E007,MP01,3,459.48,272.48
V00160,2,09/04/2025,P007,T009,C0982,CH01,E070,MP01,10,449.44,213.3
V00161,1,20/10/2024,P027,T021,C0940,CH01,E064,MP01,4,523.52,223.21
V00162,1,07/02/2024,P143,T021,C0562,CH02,E000,MP03,2,209.45,95.64
V00163,1,08/05/2023,P078,T009,C0988,CH03,E000,MP01,4,188.86,157.07
V00164,1,22/10/2023,P019,T009,C0988,CH02,E000,MP01,1,105.6,72.07
V00164,2,22/10/2023,P128,T009,C0938,CH02,E000,MP01,7,87.0,58.1
V00165,1,15/05/2024,P128,T001,C0982,CH02,E000,MP01,10,278.55,145.63
V00166,1,14/12/2025,P016,T010,C0982,CH02,E000,MP01,2,454.75,266.24
V00166,2,14/12/2025,P059,T013,C0212,CH02,E000,MP01,3,373.5,187.8
V00166,3,14/12/2025,P011,T021,C0579,CH02,E000,MP01,7,563.77,232.16
V00167,1,14/06/2023,P038,T021,C0465,CH01,E012,MP02,9,62.84,46.61
V00168,1,04/07/2025,P103,T001,C0494,CH03,E000,MP01,8,272.08,177.49
V00168,2,04/07/2025,P100,T001,C0982,CH03,E000,MP01,6,374.58,166.57
V00168,3,04/07/2025,P123,T001,C0304,CH03,E000,MP01,9,367.92,168.32
V00168,4,04/07/2025,P100,T001,C0928,CH03,E000,MP01,5,101.35,45.05
V00169,1,28/08/2025,P143,T013,C0784,CH01,E070,MP01,5,162.07,85.6
V00170,1,16/03/2024,P054,T013,C0512,CH01,E004,MP03,1,461.67,228.9
V00170,2,16/03/2024,P002,T009,C0738,CH01,E077,MP03,2,560.51,266.84
V00170,3,16/03/2024,P078,T013,C0738,CH01,E046,MP03,9,501.69,276.61
V00171,1,31/10/2023,P143,T010,C0141,CH02,E000,MP01,4,223.04,159.31
V00171,2,31/10/2023,P053,T009,C0512,CH02,E000,MP01,8,163.18,120.05
V00171,3,31/10/2023,P019,T009,C0708,CH02,E000,MP01,7,20.02,8.41
V00171,4,31/10/2023,P011,T021,C0115,CH02,E000,MP01,8,290.22,240.39
V00172,1,30/07/2023,P083,T010,C0096,CH03,E000,MP02,10,363.53,147.96
V00172,2,30/07/2023,P128,T009,C0708,CH03,E000,MP02,8,62.73,50.25
V00173,1,18/02/2025,P115,T005,C0046,CH02,E000,MP02,5,441.61,285.43
V00174,1,06/01/2025,P103,T009,C0141,CH01,E070,MP02,6,369.3,197.48
V00174,2,06/01/2025,P027,T021,C0562,CH01,E007,MP02,4,49.73,41.15
V00174,3,06/01/2025,P143,T013,C0938,CH01,E059,MP02,8,36.07,17.91
V00174,4,06/01/2025,P002,T009,C0212,CH01,E032,MP02,1,235.7,161.85
V00175,1,26/07/2024,P011,T009,C0738,CH01,E032,MP03,1,61.07,45.44
V00175,2,26/07/2024,P100,T009,C0002,CH01,E032,MP03,9,470.99,250.42
V00175,3,26/07/2024,P061,T010,C0041,CH01,E032,MP03,7,76.06,44.1
V00176,1,01/03/2023,P016,T010,C0708,CH03,E000,MP02,7,11.27,7.16
V00176,2,01/03/2023,P128,T010,C0154,CH03,E000,MP03,7,694.29,285.32
V00176,3,01/03/2023,P115,T010,C0658,CH03,E000,MP03,9,185.01,90.99
V00177,1,16/01/2024,P105,T013,C0002,CH01,E064,MP01,5,91.97,54.56
V00178,1,12/01/2025,P004,T010,C0512,CH01,E032,MP01,6,176.68,115.54
V00179,1,13/05/2025,P038,T013,C0988,CH01,E017,MP01,2,129.19,69.76
V00180,1,30/03/2025,P062,T005,C0658,CH01,E070,MP01,6,367.56,200.41
V00180,2,30/03/2025,P019,T021,C0865,CH01,E000,MP01,9,348.12,208.22
V00180,3,30/03/2025,P123,T009,C0881,CH01,E079,MP01,1,431.41,224.92
V00181,1,20/02/2026,P062,T010,C0781,CH01,E000,MP02,4,58.8,37.49
V00181,2,20/02/2026,P011,T010,C0046,CH01,E015,MP01,4,24.17,18.1
V00181,3,20/02/2026,P007,T010,C0562,CH01,E004,MP01,6,519.71,271.3
V00181,4,20/02/2026,P083,T010,C0212,CH01,E032,MP03,4,348.27,256.76
V00182,1,04/04/2024,P078,T009,C0436,CH01,E066,MP02,1,407.94,171.12
V00182,2,04/04/2024,P106,T009,C0988,CH01,E077,MP02,10,428.89,174.45
V00182,3,04/04/2024,P027,T009,C0940,CH01,E066,MP02,10,231.21,99.06
V00182,4,04/04/2024,P053,T009,C0494,CH01,E000,MP02,7,310.51,138.55
V00183,1,23/12/2023,P004,T021,C0141,CH03,E000,MP03,1,538.87,241.84
V00184,1,16/11/2023,P002,T009,C0528,CH02,E000,MP02,8,469.01,297.73
V00184,2,16/11/2023,P019,T005,C0465,CH02,E000,MP01,5,402.4,179.27
V00184,3,16/11/2023,P083,T009,C0041,CH02,E000,MP03,6,302.84,156.99
V00185,1,22/01/2026,P076,T013,C0395,CH03,E000,MP03,10,60.64,36.39
V00185,2,22/01/2026,P106,T010,C0395,CH03,E000,MP03,7,536.42,287.81
V00185,3,22/01/2026,P100,T005,C0395,CH03,E000,MP03,5,269.11,158.61
V00186,1,27/12/2024,P078,T005,C0865,CH02,E000,MP01,4,67.36,56.06
V00187,1,26/09/2025,P078,T005,C0882,CH02,E000,MP03,10,416.9,265.14
V00187,2,26/09/2025,P053,T005,C0882,CH02,E000,MP03,7,110.77,61.42
V00188,1,10/06/2024,P062,T010,C0212,CH03,E000,MP03,1,354.95,204.69
V00189,1,06/05/2024,P083,T021,C0738,CH02,E000,MP01,8,106.17,52.72
V00190,1,16/05/2024,P011,T005,C0465,CH03,E000,MP01,5,207.04,103.59
V00190,2,16/05/2024,P016,T005,C0528,CH03,E000,MP02,2,412.26,285.58
V00190,3,16/05/2024,P046,T005,C0046,CH03,E000,MP03,7,555.59,297.04
V00191,1,21/08/2024,P103,T009,C0046,CH03,E000,MP01,8,310.93,176.41
V00192,1,15/08/2024,P115,T005,C0115,CH03,E000,MP02,4,561.76,238.03
V00193,1,26/10/2024,P054,T009,C0096,CH01,E032,MP01,2,21.5,10.45
V00194,1,01/06/2024,P062,T001,C0738,CH01,E060,MP01,1,178.94,76.99
V00195,1,16/07/2023,P038,T001,C0784,CH02,E000,MP02,6,324.77,183.4
V00195,2,16/07/2023,P078,T001,C0512,CH02,E000,MP02,6,141.04,65.02
V00195,3,16/07/2023,P027,T001,C0801,CH02,E000,MP02,2,183.27,99.31
V00195,4,16/07/2023,P103,T001,C0304,CH02,E000,MP02,10,669.18,295.85
V00196,1,14/04/2023,P100,T001,C0494,CH03,E000,MP02,5,440.39,242.92
V00196,2,14/04/2023,P126,T001,C0436,CH03,E000,MP02,9,160.43,128.29
V00196,3,14/04/2023,P126,T001,C0154,CH03,E000,MP02,5,27.17,20.97
V00197,1,14/01/2026,P106,T013,C0096,CH01,E017,MP03,5,119.9,53.31
V00197,2,14/01/2026,P012,T013,C0928,CH01,E017,MP03,5,94.43,43.77
V00198,1,28/09/2024,P123,T005,C0395,CH01,E015,MP02,4,194.39,81.43
V00198,2,28/09/2024,P128,T010,C0801,CH01,E004,MP02,7,32.89,24.77
V00198,3,28/09/2024,P038,T010,C0988,CH01,E015,MP02,7,325.55,143.52
V00199,1,05/01/2024,P106,T009,C0882,CH01,E007,MP03,6,408.74,250.56
V00199,2,05/01/2024,P046,T021,C0154,CH01,E032,MP03,4,107.4,73.86
V00199,3,05/01/2024,P078,T001,C0781,CH01,E012,MP03,6,286.76,136.53
V00199,4,05/01/2024,P100,T001,C0658,CH01,E064,MP03,7,458.81,246.22
V00200,1,19/04/2024,P027,T013,C0115,CH03,E000,MP01,5,382.1,157.61
V00200,2,19/04/2024,P046,T009,C0046,CH03,E000,MP01,7,458.02,259.37
V00201,1,26/01/2024,P054,T005,C0708,CH03,E000,MP02,6,715.96,292.97
V00201,2,26/01/2024,P117,T005,C0988,CH03,E000,MP01,7,87.64,43.95
V00201,3,26/01/2024,P016,T005,C0304,CH03,E000,MP01,6,122.17,54.58
V00202,1,15/10/2024,P054,T010,C0982,CH02,E000,MP03,3,12.75,6.05
V00202,2,15/10/2024,P004,T001,C0041,CH02,E000,MP03,9,162.11,85.96
V00202,3,15/10/2024,P027,T013,C0579,CH02,E000,MP03,6,33.01,17.96
V00203,1,31/07/2024,P027,T001,C0046,CH02,E000,MP03,7,107.41,56.44
V00203,2,31/07/2024,P011,T009,C0465,CH02,E000,MP03,2,97.6,57.04
V00203,3,31/07/2024,P002,T021,C0395,CH02,E000,MP03,5,273.51,179.31
V00203,4,31/07/2024,P143,T009,C0881,CH02,E000,MP03,8,480.51,286.3
V00204,1,14/07/2024,P007,T009,C0154,CH01,E060,MP01,7,121.31,55.42
V00205,1,22/02/2024,P062,T009,C0865,CH02,E000,MP01,2,297.64,129.91
V00205,2,22/02/2024,P100,T009,C0881,CH02,E000,MP01,8,30.94,24.7
V00206,1,11/08/2025,P027,T005,C0044,CH01,E077,MP01,7,305.65,201.67
V00206,2,11/08/2025,P016,T009,C0096,CH01,E007,MP01,4,208.53,158.03
V00206,3,11/08/2025,P117,T013,C0988,CH01,E007,MP01,3,109.79,74.11
V00206,4,11/08/2025,P004,T010,C0658,CH01,E012,MP01,8,455.73,230.11
V00207,1,03/05/2025,P106,T013,C0982,CH02,E000,MP02,7,344.77,215.21
V00207,2,03/05/2025,P062,T013,C0436,CH02,E000,MP02,9,344.95,161.48
V00208,1,17/02/2024,P012,T013,C0562,CH01,E046,MP02,8,582.59,257.5
V00208,2,17/02/2024,P061,T010,C0304,CH01,E060,MP02,5,368.48,201.03
V00208,3,17/02/2024,P038,T005,C0579,CH01,E065,MP02,10,220.19,144.15
V00208,4,17/02/2024,P004,T001,C0465,CH01,E016,MP02,5,265.34,218.81
V00209,1,13/03/2024,P117,T010,C0708,CH03,E000,MP03,4,142.82,58.14
V00209,2,13/03/2024,P053,T021,C0940,CH03,E000,MP02,7,88.45,38.57
V00210,1,15/01/2025,P054,T009,C0002,CH02,E000,MP03,1,278.78,207.02
V00210,2,15/01/2025,P082,T021,C0494,CH02,E000,MP03,2,403.11,174.18
V00210,3,15/01/2025,P016,T005,C0494,CH02,E000,MP01,4,570.09,236.55
V00211,1,21/11/2024,P004,T021,C0465,CH03,E000,MP01,1,419.57,194.81
V00211,2,21/11/2024,P059,T010,C0940,CH03,E000,MP01,9,461.23,193.25
V00212,1,14/09/2024,P076,T010,C0436,CH02,E000,MP03,3,129.74,54.32
V00212,2,14/09/2024,P123,T001,C0141,CH02,E000,MP03,6,204.0,116.23
V00213,1,12/06/2023,P062,T010,C0041,CH03,E000,MP02,4,228.76,93.87
V00213,2,12/06/2023,P059,T005,C0041,CH03,E000,MP02,1,482.02,263.8
V00214,1,20/02/2026,P054,T005,C0212,CH01,E017,MP03,3,351.37,178.21
V00215,1,24/12/2025,P106,T005,C0865,CH02,E000,MP01,6,207.99,163.27
V00216,1,03/02/2026,P128,T001,C0579,CH01,E017,MP03,5,461.04,283.59
V00216,2,03/02/2026,P038,T001,C0865,CH01,E066,MP03,10,428.17,185.83
V00216,3,03/02/2026,P048,T001,C0781,CH01,E059,MP03,7,240.54,159.41
V00216,4,03/02/2026,P016,T001,C0494,CH01,E065,MP03,4,73.76,34.42
V00217,1,04/06/2025,P002,T001,C0041,CH02,E000,MP01,1,281.17,166.58
V00217,2,04/06/2025,P115,T001,C0781,CH02,E000,MP01,5,338.23,137.84
V00217,3,04/06/2025,P105,T001,C0660,CH02,E000,MP01,4,106.93,43.38
V00217,4,04/06/2025,P061,T001,C0973,CH02,E000,MP01,2,177.42,113.4
V00218,1,24/05/2024,P011,T009,C0738,CH01,E046,MP02,10,272.66,120.49
V00218,2,24/05/2024,P128,T009,C0973,CH01,E046,MP03,8,341.07,213.47
V00218,3,24/05/2024,P046,T009,C0096,CH01,E046,MP01,2,527.96,277.64
V00218,4,24/05/2024,P038,T009,C0982,CH01,E046,MP03,5,235.76,160.71
V00219,1,17/10/2023,P038,T010,C0579,CH03,E000,MP01,5,535.4,223.73
V00219,2,17/10/2023,P019,T021,C0988,CH03,E000,MP01,4,233.28,136.77
V00219,3,17/10/2023,P061,T021,C0436,CH03,E000,MP01,4,225.79,104.76
V00219,4,17/10/2023,P062,T021,C0528,CH03,E000,MP01,2,425.42,204.93
V00220,1,03/07/2023,P143,T010,C0658,CH03,E000,MP03,1,322.4,153.07
V00220,2,03/07/2023,P059,T010,C0928,CH03,E000,MP03,5,26.13,16.77
V00221,1,20/01/2024,P062,T005,C0784,CH01,E016,MP01,5,328.57,190.04
V00222,1,22/10/2024,P016,T005,C0096,CH02,E000,MP02,3,550.28,220.33
V00222,2,22/10/2024,P012,T010,C0304,CH02,E000,MP02,9,230.3,177.29
V00222,3,22/10/2024,P082,T010,C0141,CH02,E000,MP02,3,77.13,37.38
V00223,1,08/06/2023,P011,T001,C0096,CH01,E017,MP02,6,612.08,259.24
V00223,2,08/06/2023,P040,T005,C0658,CH01,E017,MP02,7,352.27,272.32
V00223,3,08/06/2023,P078,T021,C0184,CH01,E017,MP02,1,261.24,117.04
V00223,4,08/06/2023,P038,T013,C0002,CH01,E017,MP02,2,288.19,132.86
V00224,1,07/04/2024,P019,T010,C0115,CH03,E000,MP03,4,194.03,139.68
V00224,2,07/04/2024,P062,T001,C0184,CH03,E000,MP03,7,92.27,51.16
V00225,1,12/06/2024,P040,T021,C0041,CH02,E000,MP03,8,312.34,241.36
V00225,2,12/06/2024,P054,T021,C0141,CH02,E000,MP03,10,414.07,212.46
V00225,3,12/06/2024,P038,T009,C0938,CH02,E000,MP03,3,375.94,158.54
V00225,4,12/06/2024,P002,T001,C0784,CH02,E000,MP03,7,401.74,278.79
V00226,1,13/11/2023,P046,T013,C0395,CH03,E000,MP01,6,213.49,122.22
V00226,2,13/11/2023,P048,T010,C0115,CH03,E000,MP01,2,40.76,26.3
V00227,1,08/12/2024,P061,T005,C0096,CH03,E000,MP01,4,364.99,250.89
V00227,2,08/12/2024,P054,T005,C0046,CH03,E000,MP03,1,353.34,240.8
V00227,3,08/12/2024,P038,T005,C0002,CH03,E000,MP02,3,379.21,190.91
V00228,1,18/02/2024,P117,T009,C0395,CH03,E000,MP03,7,459.63,183.96
V00228,2,18/02/2024,P046,T005,C0882,CH03,E000,MP03,5,55.08,32.51
V00228,3,18/02/2024,P040,T005,C0738,CH03,E000,MP03,7,251.02,160.77
V00229,1,07/01/2023,P004,T001,C0738,CH03,E000,MP03,9,293.9,129.29
V00230,1,30/07/2024,P061,T010,C0046,CH02,E000,MP01,10,167.38,127.24
V00230,2,30/07/2024,P100,T010,C0938,CH02,E000,MP01,9,177.45,123.53
V00230,3,30/07/2024,P027,T010,C0046,CH02,E000,MP01,4,447.2,183.34
V00231,1,31/10/2023,P083,T005,C0304,CH02,E000,MP03,7,506.18,262.35
V00231,2,31/10/2023,P128,T005,C0154,CH02,E000,MP03,4,309.76,179.69
V00231,3,31/10/2023,P106,T005,C0212,CH02,E000,MP03,6,17.41,10.49
V00231,4,31/10/2023,P059,T005,C0881,CH02,E000,MP03,2,44.89,30.0
V00232,1,13/02/2025,P105,T021,C0046,CH01,E015,MP03,8,176.15,112.19
V00232,2,13/02/2025,P048,T001,C0988,CH01,E015,MP03,7,301.42,158.35
V00233,1,29/07/2025,P115,T021,C0973,CH01,E059,MP01,3,331.92,180.72
V00234,1,17/12/2024,P007,T010,C0041,CH01,E016,MP01,7,309.92,129.91
V00234,2,17/12/2024,P002,T010,C0184,CH01,E066,MP01,1,236.54,104.79
V00234,3,17/12/2024,P016,T010,C0801,CH01,E004,MP01,10,580.23,264.42
V00234,4,17/12/2024,P040,T010,C0982,CH01,E015,MP01,9,214.15,124.48
V00235,1,12/04/2025,P007,T009,C0928,CH02,E000,MP03,3,384.1,159.64
V00235,2,12/04/2025,P054,T005,C0928,CH02,E000,MP01,7,33.35,22.93
V00236,1,13/11/2024,P002,T005,C0141,CH01,E015,MP03,9,83.96,66.1
V00237,1,01/04/2023,P007,T001,C0784,CH03,E000,MP01,5,57.77,27.66
V00238,1,19/07/2024,P061,T021,C0154,CH03,E000,MP03,6,187.4,128.49
V00239,1,17/01/2023,P082,T009,C0781,CH01,E083,MP01,9,295.86,225.08
V00239,2,17/01/2023,P040,T009,C0738,CH01,E077,MP01,10,364.89,223.94
V00239,3,17/01/2023,P002,T009,C0115,CH01,E000,MP01,9,195.88,119.08
V00239,4,17/01/2023,P016,T009,C0141,CH01,E060,MP01,2,535.63,219.19
V00240,1,15/08/2025,P123,T001,C0141,CH02,E000,MP02,8,130.2,76.27
V00240,2,15/08/2025,P011,T013,C0141,CH02,E000,MP02,10,65.24,45.2
V00240,3,15/08/2025,P105,T005,C0141,CH02,E000,MP02,1,152.68,98.32
V00241,1,07/01/2023,P040,T001,C0784,CH02,E000,MP02,7,189.48,117.65
V00242,1,11/02/2023,P123,T013,C0660,CH03,E000,MP03,3,444.85,194.93
V00242,2,11/02/2023,P016,T013,C0660,CH03,E000,MP03,5,287.65,128.01
V00242,3,11/02/2023,P027,T013,C0660,CH03,E000,MP03,2,396.95,168.61
V00243,1,11/04/2025,P016,T010,C0988,CH03,E000,MP03,7,39.71,25.49
V00243,2,11/04/2025,P040,T001,C0988,CH03,E000,MP03,2,336.23,247.82
V00243,3,11/04/2025,P004,T010,C0436,CH03,E000,MP02,6,202.64,104.97
V00244,1,27/11/2024,P061,T021,C0708,CH02,E000,MP03,7,375.41,209.59
V00244,2,27/11/2024,P128,T013,C0436,CH02,E000,MP02,5,186.46,97.18
V00245,1,07/06/2024,P103,T001,C0781,CH01,E064,MP03,9,197.59,132.3
V00245,2,07/06/2024,P126,T001,C0660,CH01,E004,MP03,9,411.4,187.05
V00245,3,07/06/2024,P083,T021,C0881,CH01,E032,MP03,6,196.24,120.32
V00246,1,27/11/2023,P038,T010,C0212,CH03,E000,MP02,2,95.57,59.91
V00246,2,27/11/2023,P062,T010,C0512,CH03,E000,MP01,4,505.11,259.64
V00246,3,27/11/2023,P012,T010,C0096,CH03,E000,MP03,1,224.82,99.0
V00247,1,17/08/2025,P106,T013,C0781,CH01,E077,MP01,8,342.96,198.09
V00247,2,17/08/2025,P100,T010,C0881,CH01,E007,MP01,3,628.23,297.68
V00247,3,17/08/2025,P103,T021,C0046,CH01,E060,MP01,5,395.83,206.54
V00247,4,17/08/2025,P100,T009,C0304,CH01,E065,MP01,6,217.06,151.91
V00248,1,17/02/2026,P019,T010,C0660,CH01,E060,MP03,5,263.18,168.14
V00248,2,17/02/2026,P059,T001,C0579,CH01,E066,MP03,10,354.06,275.61
V00248,3,17/02/2026,P038,T001,C0562,CH01,E060,MP03,1,189.94,109.17
V00248,4,17/02/2026,P046,T013,C0044,CH01,E060,MP03,6,128.34,53.72
V00249,1,22/01/2023,P059,T005,C0395,CH02,E000,MP01,6,279.83,143.91
V00249,2,22/01/2023,P062,T005,C0046,CH02,E000,MP01,10,87.48,39.88
V00250,1,04/01/2023,P048,T005,C0784,CH01,E004,MP02,7,93.32,43.11
V00250,2,04/01/2023,P117,T013,C0041,CH01,E054,MP02,5,627.95,251.45
V00250,3,04/01/2023,P062,T010,C0494,CH01,E083,MP02,6,389.34,168.88
V00250,4,04/01/2023,P126,T001,C0881,CH01,E007,MP02,8,552.19,232.98
V00251,1,03/06/2023,P082,T021,C0982,CH01,E066,MP03,3,102.96,71.71
V00251,2,03/06/2023,P117,T009,C0928,CH01,E066,MP01,8,122.66,74.31
V00251,3,03/06/2023,P019,T013,C0041,CH01,E012,MP02,1,344.26,261.66
V00251,4,03/06/2023,P012,T005,C0881,CH01,E007,MP01,3,502.91,204.95
V00252,1,31/01/2024,P038,T010,C0436,CH01,E015,MP01,5,175.47,111.1
V00252,2,31/01/2024,P019,T010,C0494,CH01,E083,MP02,4,301.12,147.46
V00252,3,31/01/2024,P011,T010,C0882,CH01,E066,MP03,6,343.8,239.83
V00253,1,26/12/2024,P038,T001,C0973,CH01,E007,MP01,6,347.73,221.44
V00253,2,26/12/2024,P123,T010,C0212,CH01,E012,MP01,7,546.54,220.49
V00253,3,26/12/2024,P054,T013,C0141,CH01,E007,MP01,5,37.42,21.49
